timesteps,episode_reward,episode_length,explained_variance,entropy_loss,value_loss
455,-13.601508,455,,,
910,-7.585451,455,,,
1365,-8.459229,455,,,
1820,5.237563,455,,,
2275,-19.822956,455,,,
2730,0.638697,455,,,
3185,-1.189896,455,,,
3640,-2.695106,455,,,
4095,1.425403,455,0.015198230743408203,6.399687355756759,4.365334665775299
4550,-9.587503,455,,,
5005,-1.265142,455,,,
5460,1.918502,455,,,
5915,6.661886,455,0.34368401765823364,6.403043454885482,3.954820069670677
6370,-13.856666,455,,,
6825,4.836827,455,,,
7280,-7.885986,455,,,
7735,-0.360387,455,,,
8190,0.850104,455,0.5945687890052795,6.388464778661728,3.2503590494394303
8645,-3.605903,455,,,
9100,-1.263769,455,,,
9555,-11.002006,455,,,
10010,-5.258118,455,0.7093527913093567,6.3899398624897,3.432644268870354
10465,-6.449882,455,,,
10920,2.024909,455,,,
11375,-12.591328,455,,,
11830,-9.462245,455,,,
12285,-13.619199,455,0.7755990028381348,6.410726249217987,2.936501544713974
12740,5.362829,455,,,
13195,1.557472,455,,,
13650,-8.814228,455,,,
14105,-18.245461,455,0.7759157419204712,6.429152756929398,3.3878114342689516
14560,3.508594,455,,,
15015,2.819566,455,,,
15470,-17.862805,455,,,
15925,9.22142,455,,,
16380,-3.065911,455,0.8034170269966125,6.430920600891113,3.328002667427063
16835,-19.833832,455,,,
17290,-11.062714,455,,,
17745,-6.274711,455,,,
18200,2.15553,455,0.8479529023170471,6.43373811841011,2.808549226820469
18655,-6.289985,455,,,
19110,0.393975,455,,,
19565,10.140771,455,,,
20020,1.245675,455,,,
20475,-9.211865,455,0.8679217100143433,6.439526319503784,2.961130890250206
20930,-1.943558,455,,,
21385,-1.316945,455,,,
21840,-1.144451,455,,,
22295,-9.648096,455,0.8835257887840271,6.4518530189991,2.618047149479389
22750,-1.209055,455,,,
23205,-13.092424,455,,,
23660,12.255408,455,,,
24115,-12.435099,455,,,
24570,-3.481166,455,0.8825554847717285,6.455235540866852,2.376554216444492
25025,10.737926,455,,,
25480,-0.389269,455,,,
25935,-10.03338,455,,,
26390,-6.167983,455,0.8763652443885803,6.462805390357971,2.7612451195716856
26845,4.986187,455,,,
27300,2.735397,455,,,
27755,-8.918456,455,,,
28210,-4.956113,455,,,
28665,1.544225,455,0.8886579275131226,6.477962702512741,2.1995702549815177
29120,3.062462,455,,,
29575,-7.073942,455,,,
30030,-15.899429,455,,,
30485,0.855022,455,0.8884114623069763,6.481550937891006,2.2149381965398787
30940,-10.436306,455,,,
31395,-7.098981,455,,,
31850,-11.334804,455,,,
32305,11.087783,455,,,
32760,13.694802,455,0.8965603709220886,6.495802134275436,2.0323592096567156
33215,-14.345636,455,,,
33670,-13.988345,455,,,
34125,-8.23664,455,,,
34580,-5.492803,455,0.8883169293403625,6.505814665555954,2.0938176423311234
35035,-0.633549,455,,,
35490,4.107915,455,,,
35945,-0.205694,455,,,
36400,2.227205,455,,,
36855,-5.840652,455,0.8912799954414368,6.505396795272827,1.978990887105465
37310,-15.839316,455,,,
37765,-7.686133,455,,,
38220,-7.630974,455,,,
38675,-11.539272,455,0.8923047780990601,6.510847467184067,2.003493557870388
39130,-14.535425,455,,,
39585,-3.981158,455,,,
40040,-5.850059,455,,,
40495,-5.925894,455,,,
40950,9.518323,455,0.8748568296432495,6.5199666023254395,1.9080715239048005
41405,5.526762,455,,,
41860,-6.904753,455,,,
42315,-0.101128,455,,,
42770,2.043199,455,0.8729510307312012,6.525050002336502,2.1558269158005716
43225,4.211795,455,,,
43680,-13.768992,455,,,
44135,-7.519463,455,,,
44590,-11.878085,455,,,
45045,-13.267296,455,0.8953384757041931,6.522668039798736,1.9930931016802789
45500,6.687867,455,,,
45955,-7.069877,455,,,
46410,-12.162209,455,,,
46865,12.644004,455,0.8847285509109497,6.51247563958168,1.9410664275288583
47320,-23.564386,455,,,
47775,17.954966,455,,,
48230,-3.700124,455,,,
48685,5.338337,455,,,
49140,1.92243,455,0.8691915273666382,6.517930293083191,2.0726205110549927
49595,7.954532,455,,,
50050,-3.278937,455,,,
50505,-13.026159,455,,,
50960,0.849871,455,0.8727089762687683,6.529289937019348,2.0455210909247397
51415,-0.396694,455,,,
51870,-27.113174,455,,,
52325,-3.474886,455,,,
52780,2.858168,455,,,
53235,-3.388536,455,0.8904231190681458,6.534536510705948,1.772631289064884
53690,5.08039,455,,,
54145,-0.723948,455,,,
54600,-6.265504,455,,,
55055,-13.638922,455,0.8556023240089417,6.541413140296936,2.5563704296946526
55510,1.806654,455,,,
55965,-5.672406,455,,,
56420,-2.254625,455,,,
56875,-10.292115,455,,,
57330,7.49263,455,0.8778533339500427,6.553917562961578,1.8620902299880981
57785,2.776128,455,,,
58240,-10.010903,455,,,
58695,-10.86067,455,,,
59150,-5.45094,455,0.8917707800865173,6.566029804944992,1.9750403508543968
59605,-12.150941,455,,,
60060,-10.004197,455,,,
60515,6.077851,455,,,
60970,-12.357721,455,,,
61425,1.050021,455,0.8524044752120972,6.569500148296356,2.269347593188286
61880,8.621644,455,,,
62335,-11.454584,455,,,
62790,-4.637114,455,,,
63245,-2.047388,455,0.8798497319221497,6.564182215929032,1.9472545623779296
63700,-5.808146,455,,,
64155,-2.002644,455,,,
64610,-14.157267,455,,,
65065,5.777098,455,,,
65520,-1.374911,455,0.8981629610061646,6.557531505823135,1.7780952870845794
