timesteps,episode_reward,episode_length,explained_variance,entropy_loss,value_loss
455,28.905903,455,,,
910,34.399167,455,,,
1365,34.728699,455,,,
1820,31.32955,455,,,
2275,37.135048,455,,,
2730,34.026427,455,,,
3185,34.942164,455,,,
3640,44.997443,455,,,
4095,32.170342,455,0.0010422468185424805,6.378458786010742,5.142835634946823
4550,32.484151,455,,,
5005,24.599276,455,,,
5460,29.913683,455,,,
5915,31.366024,455,0.11898070573806763,6.3683811008930205,4.362806040048599
6370,34.91561,455,,,
6825,32.411319,455,,,
7280,36.6831,455,,,
7735,36.104238,455,,,
8190,34.615845,455,0.25882023572921753,6.377975809574127,3.513505917787552
8645,32.959217,455,,,
9100,38.6105,455,,,
9555,27.040081,455,,,
10010,30.745155,455,0.44631820917129517,6.372466397285462,3.059778156876564
10465,34.430227,455,,,
10920,38.129911,455,,,
11375,26.394492,455,,,
11830,31.500131,455,,,
12285,27.168777,455,0.6217911243438721,6.363031512498855,2.9668064445257185
12740,35.844798,455,,,
13195,29.68125,455,,,
13650,32.57434,455,,,
14105,29.585849,455,0.6911827921867371,6.363144713640213,2.723241698741913
14560,41.578133,455,,,
15015,25.502444,455,,,
15470,28.243057,455,,,
15925,27.374088,455,,,
16380,37.313706,455,0.7568539977073669,6.3670323371887205,2.475710691511631
16835,29.942141,455,,,
17290,29.846521,455,,,
17745,24.891219,455,,,
18200,34.379842,455,0.7572218775749207,6.373691463470459,2.3638423651456835
18655,39.564125,455,,,
19110,35.866653,455,,,
19565,31.926584,455,,,
20020,34.293276,455,,,
20475,32.195208,455,0.787416934967041,6.380324345827103,2.4902883976697923
20930,37.989246,455,,,
21385,41.900981,455,,,
21840,32.552137,455,,,
22295,38.798061,455,0.7866783142089844,6.379976284503937,2.1668451115489007
22750,35.403144,455,,,
23205,32.879482,455,,,
23660,35.333551,455,,,
24115,32.634691,455,,,
24570,29.332444,455,0.802667498588562,6.383071458339691,2.3757506236433983
25025,30.136891,455,,,
25480,43.573851,455,,,
25935,36.266591,455,,,
26390,25.109383,455,0.7953072786331177,6.383863413333893,2.2587541058659553
26845,30.850069,455,,,
27300,29.502915,455,,,
27755,31.39997,455,,,
28210,35.141407,455,,,
28665,25.677511,455,0.7802340984344482,6.3902761995792385,2.339348816871643
29120,33.840856,455,,,
29575,29.924593,455,,,
30030,31.261091,455,,,
30485,39.774515,455,0.8046549558639526,6.399643760919571,1.9210059732198714
30940,40.903822,455,,,
31395,30.185733,455,,,
31850,33.810771,455,,,
32305,32.458277,455,,,
32760,32.358526,455,0.8231987953186035,6.393208450078964,2.154558074474335
33215,31.70957,455,,,
33670,28.570803,455,,,
34125,28.966948,455,,,
34580,34.844661,455,0.8141401410102844,6.3889724016189575,2.14967357814312
35035,36.837996,455,,,
35490,38.722264,455,,,
35945,34.065067,455,,,
36400,30.309844,455,,,
36855,31.960529,455,0.8352237343788147,6.391785156726837,1.985167321562767
37310,33.512942,455,,,
37765,25.203259,455,,,
38220,19.941033,455,,,
38675,31.903375,455,0.8052427768707275,6.38907949924469,2.002920050919056
39130,33.50096,455,,,
39585,34.223171,455,,,
40040,27.597539,455,,,
40495,31.703907,455,,,
40950,33.654076,455,0.8228995203971863,6.3894323885440825,1.9840290740132331
41405,31.878345,455,,,
41860,32.361934,455,,,
42315,29.759197,455,,,
42770,33.629168,455,0.8202729225158691,6.395368438959122,2.053332769870758
43225,34.890279,455,,,
43680,34.121949,455,,,
44135,35.472117,455,,,
44590,25.706645,455,,,
