date,tic,close,high,low
2018-01-02,AAPL,39.256693307152545,39.256693307152545,39.20848941332292
2018-01-02,AMGN,131.7616864946467,131.7616864946467,130.35571779044426
2018-01-02,CRM,100.99230661932961,102.11356743932318,100.99230661932961
2018-01-02,CSCO,29.79503268873964,29.903488266011895,29.55826849836204
2018-01-02,IBM,100.79484827354099,101.47383044629734,100.41047861394762
2018-01-02,INTC,38.70817166130837,39.18771121346746,38.61775531694975
2018-01-02,MSFT,77.7931243276762,77.9239015244732,77.7931243276762
2018-01-02,NKE,57.35120728640823,57.35120728640823,56.113210399605094
2018-01-02,VZ,32.922725466451084,32.922725466451084,32.617558866699774
2018-01-02,WMT,28.962934502640564,29.344562905880515,28.71626676829511
2018-01-03,AAPL,38.536402979238346,38.60642316068079,38.057714294913175
2018-01-03,AMGN,130.93788222909657,133.1201781850466,129.32259924000041
2018-01-03,CRM,102.21807991788486,102.7149860888457,101.49776763744622
2018-01-03,CSCO,29.56346484712737,29.75403458147943,29.10557801175933
2018-01-03,IBM,99.87802167842631,101.06880335568465,98.7737160972557
2018-01-03,INTC,39.538722002158984,39.85799242369498,39.538722002158984
2018-01-03,MSFT,77.75055357729352,78.95855649021892,77.20993072731254
2018-01-03,NKE,57.33360937176552,57.33360937176552,57.061745555983364
2018-01-03,VZ,32.45161296250026,32.53138599646486,32.267557799149756
2018-01-03,WMT,29.442248756248443,29.47943497660496,29.075814442233174
2018-01-04,AAPL,38.83567241370024,38.94587939700523,38.54089593210027
2018-01-04,AMGN,127.96527078182504,127.96527078182504,125.17587430848333
2018-01-04,CRM,105.08932487165205,106.98028198445334,105.08932487165205
2018-01-04,CSCO,29.727394854032465,29.766323295136345,29.51234401015919
2018-01-04,IBM,97.471520394231,97.59633717814495,97.471520394231
2018-01-04,INTC,40.10914503469851,40.609932712880536,39.89033222823581
2018-01-04,MSFT,77.11534014988503,77.70625750647561,75.42746580185256
2018-01-04,NKE,57.840538984772095,58.02223254379735,57.56404773699656
2018-01-04,VZ,32.321552858630916,32.59167333448426,32.22342583357179
2018-01-04,WMT,29.1195885375882,29.268206394574694,29.058094007036363
2018-01-05,AAPL,38.96682358488474,38.96682358488474,38.620620925878875
2018-01-05,AMGN,126.80597847512342,126.80597847512342,125.39728400148638
2018-01-05,CRM,103.36627550007015,104.40252493554905,101.63239124201853
2018-01-05,CSCO,30.101724506631733,30.101724506631733,29.50912271369291
2018-01-05,IBM,97.60892110823049,98.5164739955221,97.60892110823049
2018-01-05,INTC,39.35069103436298,39.375023084972,39.291901478886295
2018-01-05,MSFT,76.50563717384527,76.83302437058036,75.04192537941094
2018-01-05,NKE,57.125851910789066,58.003679413839436,56.24165031117959
2018-01-05,VZ,32.61027576020275,32.646506773749344,32.52327273459335
2018-01-05,WMT,29.35868996405616,29.818518440916385,29.216204943202086
2018-01-08,AAPL,38.44061914084919,38.44061914084919,38.064514476562145
2018-01-08,AMGN,127.20125854198864,128.27788729347395,126.44188203678965
2018-01-08,CRM,100.9106418343855,100.9106418343855,99.00782978085752
2018-01-08,CSCO,30.227408398505663,30.511957129237246,29.59613808255844
2018-01-08,IBM,99.9122921048319,100.00480075141287,99.04942595185078
2018-01-08,INTC,38.78803288701402,39.321084617084225,38.4346633597566
2018-01-08,MSFT,78.51219592012704,80.40806063834593,78.08817374862214
2018-01-08,NKE,57.23257716856078,57.3540272477846,56.58762137033898
2018-01-08,VZ,33.10120988120694,33.37838677225795,33.10120988120694
2018-01-08,WMT,29.387826036924363,29.43719456678204,29.337693787260488
2018-01-09,AAPL,38.002935125135224,38.43120730951369,37.06016323618612
2018-01-09,AMGN,124.7612048264123,125.39384463622355,123.40797552732677
2018-01-09,CRM,102.54236942267946,103.17161220150544,102.54236942267946
2018-01-09,CSCO,30.623593689152084,30.701968782244098,30.37679921312405
2018-01-09,IBM,100.28098080766617,100.56103710990143,99.02699754324593
2018-01-09,INTC,38.30836169942049,38.71393144383166,37.67894997108793
2018-01-09,MSFT,78.33383415645304,78.4795742064923,78.033394129546
2018-01-09,NKE,57.60229683560975,57.60229683560975,57.34996858273755
2018-01-09,VZ,32.63556746217545,32.696126406295406,32.52527089624504
2018-01-09,WMT,29.099914179892476,29.40766821803365,28.68281615465508
2018-01-10,AAPL,38.49183182288284,38.49183182288284,38.14804823233741
2018-01-10,AMGN,126.17573193625402,126.69312323969118,125.67672864573774
2018-01-10,CRM,102.61522448060553,103.42959121932397,101.26995908236478
2018-01-10,CSCO,30.642945609058962,30.86861593408028,30.35893626487624
2018-01-10,IBM,101.1067685417255,101.42184251305056,99.48718274600807
2018-01-10,INTC,38.509598456060765,38.8666311128166,38.078359398881524
2018-01-10,MSFT,81.01674160545865,81.01674160545865,80.9092679577944
2018-01-10,NKE,57.83866337719512,58.21854511650514,56.930669762584145
2018-01-10,VZ,32.699600589585856,33.17177697682633,32.1878468320849
2018-01-10,WMT,29.57561542037107,29.57561542037107,29.40136533729161
2018-01-11,AAPL,38.07883632670295,38.31133734687428,37.90374901830121
2018-01-11,AMGN,125.79359217652602,126.72646370607055,125.5271924156818
2018-01-11,CRM,104.9920602258246,104.9920602258246,103.05106820475854
2018-01-11,CSCO,30.27257201450691,30.547946564457387,30.15264530995878
2018-01-11,IBM,98.69335085601162,99.29929210980929,98.23949788033062
2018-01-11,INTC,37.96492315560383,38.360950792219,37.55063629380239
2018-01-11,MSFT,81.23012431317738,81.25177636295301,80.74290477629862
2018-01-11,NKE,58.45317187175018,59.07917055966627,57.56490205261722
2018-01-11,VZ,32.57473092640854,32.66599414030916,31.85103057097454
2018-01-11,WMT,29.56368449183292,29.921365754655145,29.1751923350376
2018-01-12,AAPL,37.4796919242079,37.67807237077624,37.322961497299254
2018-01-12,AMGN,124.32148044433144,124.62812676179837,121.30848882315979
2018-01-12,CRM,104.86494743623503,104.99935685372532,104.86494743623503
2018-01-12,CSCO,30.445583752273116,30.62249505083669,30.445583752273116
2018-01-12,IBM,100.68493432804941,100.68493432804941,100.68493432804941
2018-01-12,INTC,38.0211287120763,38.44623376920072,37.369873711164615
2018-01-12,MSFT,80.42891132101032,81.52161248627178,79.92557673228963
2018-01-12,NKE,59.29236841640103,59.29236841640103,58.27485138853183
2018-01-12,VZ,33.09826537020403,33.28788795543231,33.07444763084761
2018-01-12,WMT,29.602010882677344,29.912844757211683,29.602010882677344
2018-01-16,AAPL,37.395471491834456,37.395471491834456,37.395471491834456
2018-01-16,AMGN,125.26298289738057,127.9722332016051,125.26298289738057
2018-01-16,CRM,104.406446561049,104.406446561049,102.74350110832965
2018-01-16,CSCO,31.134871459490356,31.24104822539021,30.74877210445494
2018-01-16,IBM,101.95655961466663,102.16455390939178,101.13581288795594
2018-01-16,INTC,39.09044304278995,39.464398884300344,38.849656749320815
2018-01-16,MSFT,79.11049723462254,79.91786942065785,78.63394950572506
2018-01-16,NKE,59.83423085025635,59.92200703968411,59.70429626918119
2018-01-16,VZ,33.036624910816016,33.65360650876447,32.37778144442771
2018-01-16,WMT,29.75441419512216,30.222795885441446,29.609237153138643
2018-01-17,AAPL,37.52291358222759,37.64816429166781,36.96273189778642
2018-01-17,AMGN,126.18515505893713,127.53662827965684,125.395810400188
2018-01-17,CRM,104.42713217589528,106.07582346749496,104.42713217589528
2018-01-17,CSCO,32.04721518664137,32.53575080347283,31.65375792702454
2018-01-17,IBM,100.54467056851765,101.83406130904085,100.16794304225357
2018-01-17,INTC,38.65875981570925,39.181914839078964,38.099962782555004
2018-01-17,MSFT,81.33084383419246,81.55464257031467,79.7019743301053
2018-01-17,NKE,61.92314866368105,62.691506977492494,60.91264099598525
2018-01-17,VZ,32.534213569767516,32.694092048531395,31.952863726856712
2018-01-17,WMT,29.6720013637422,29.865078235905003,29.6720013637422
2018-01-18,AAPL,37.38703707155614,37.477935182550766,37.157583408975306
2018-01-18,AMGN,122.99499142010555,123.1377127448454,121.22812224007288
2018-01-18,CRM,104.837241629383,106.50755477084923,103.30693255049226
2018-01-18,CSCO,31.916254419777776,32.0811088733122,31.79626134918836
2018-01-18,IBM,103.51963262457384,104.12846362432565,102.84864251695457
2018-01-18,INTC,39.336925783107006,39.52393614289856,39.035467709146126
2018-01-18,MSFT,81.45432434813141,82.33415760880877,80.79414353409109
2018-01-18,NKE,62.87169707087634,63.430178824611446,62.1223504397257
2018-01-18,VZ,32.680913311640836,32.84005953813998,32.300622008005895
2018-01-18,WMT,29.812055934655202,29.980513116509282,29.808555368757304
2018-01-19,AAPL,38.17593194945339,38.46810593196478,38.17593194945339
2018-01-19,AMGN,122.98097440896406,125.03067002152477,122.98097440896406
2018-01-19,CRM,105.24227547575735,106.19599897069139,105.24227547575735
2018-01-19,CSCO,31.983289675999316,32.4180524544906,31.90820416535985
2018-01-19,IBM,105.06546559003334,105.09442288025886,104.52681239767645
2018-01-19,INTC,38.88724511743421,39.40850411415748,38.43223288970417
2018-01-19,MSFT,81.72686777557531,81.72686777557531,80.98444741589991
2018-01-19,NKE,63.90710118165937,64.50158917461476,63.69894962993161
2018-01-19,VZ,32.32280508300433,32.54700613478309,32.070822613301594
2018-01-19,WMT,29.820037935677213,29.922495117295675,29.654555474706015
2018-01-22,AAPL,38.560890205658986,38.560890205658986,38.43700830408516
2018-01-22,AMGN,123.39709731965723,124.81744383350039,122.38863305432902
2018-01-22,CRM,106.34095380120044,106.34095380120044,105.18029497942055
2018-01-22,CSCO,31.24474198211866,31.46258637588556,30.66814358761592
2018-01-22,IBM,106.54222476763755,106.54222476763755,106.54222476763755
2018-01-22,INTC,38.42639419927717,38.68212558033146,38.135152587224745
2018-01-22,MSFT,80.63120502951435,80.63120502951435,80.0184311399922
2018-01-22,NKE,64.08949138387052,65.12653821946753,64.08949138387052
2018-01-22,VZ,32.44681963721839,32.47194978839282,32.33135322612727
2018-01-22,WMT,29.806828203982874,29.83918055264397,29.806828203982874
2018-01-23,AAPL,39.278853157146436,39.42008851440464,39.278853157146436
2018-01-23,AMGN,126.61383884023769,127.28367530820603,126.61383884023769
2018-01-23,CRM,105.26765101186885,105.70125252780727,105.26765101186885
